Date,Month,MonthSort,Year,Quarter,Channel,Source,Campaign,Impressions,Clicks,Spend,VideoViews,Conversions,Revenue,CTR_pct,CPM,CPC,ConversionRate_pct
2026-03-23,Mar 2026,2026-03,2026,Q1 2026,Organic,Google Ads,Brand Search,99837,2995,8236.25,14976,180,99000.0,2.9999,82.497,2.75,6.01
2026-04-15,Apr 2026,2026-04,2026,Q2 2026,Paid Search,Facebook Ads,Brand Search,98114,2943,8093.25,14717,177,97350.0,2.9996,82.4882,2.75,6.0143
2026-02-08,Feb 2026,2026-02,2026,Q1 2026,Programmatic,Google Ads,Retargeting Display,30281,908,2497.0,4542,54,29700.0,2.9986,82.4609,2.75,5.9471
2025-12-07,Dec 2025,2025-12,2025,Q4 2025,Organic,StackAdapt,LinkedIn Lead Gen,7105,213,585.75,1066,13,7150.0,2.9979,82.4419,2.75,6.1033
2026-03-25,Mar 2026,2026-03,2026,Q1 2026,Paid Social,StackAdapt,Enterprise ABM,176847,5305,14588.75,26527,318,174900.0,2.9998,82.4936,2.75,5.9943
2026-01-15,Jan 2026,2026-01,2026,Q1 2026,Paid Search,Amazon Ad Server,Demo Requests,81070,2432,6688.0,12161,146,80300.0,2.9999,82.4966,2.75,6.0033
2026-01-03,Jan 2026,2026-01,2026,Q1 2026,Organic,Google Analytics,Demo Requests,230774,6923,19038.25,34616,415,228250.0,2.9999,82.4974,2.75,5.9945
2026-03-22,Mar 2026,2026-03,2026,Q1 2026,Paid Search,Amazon Ad Server,Competitor Search,198940,5968,16412.0,29841,358,196900.0,2.9999,82.4972,2.75,5.9987
2025-12-20,Dec 2025,2025-12,2025,Q4 2025,Programmatic,Facebook Ads,Email Nurture,185528,5566,15306.5,27829,334,183700.0,3.0001,82.5024,2.75,6.0007
2025-12-10,Dec 2025,2025-12,2025,Q4 2025,Paid Search,Bing Ads,Facebook Prospecting,191905,5757,15831.75,28786,345,189750.0,2.9999,82.4979,2.75,5.9927
2026-03-13,Mar 2026,2026-03,2026,Q1 2026,Programmatic,HubSpot,Email Nurture,97349,2920,8030.0,14602,175,96250.0,2.9995,82.4867,2.75,5.9932
2026-04-01,Apr 2026,2026-04,2026,Q2 2026,Paid Social,Bing Ads,Google Nonbrand,152831,4585,12608.75,22925,275,151250.0,3.0,82.5013,2.75,5.9978
2026-01-20,Jan 2026,2026-01,2026,Q1 2026,Organic,Google Analytics,Retargeting Display,29653,890,2447.5,4448,53,29150.0,3.0014,82.538,2.75,5.9551
2026-03-22,Mar 2026,2026-03,2026,Q1 2026,Programmatic,LinkedIn Ads,Awareness Push,198908,5967,16409.25,29836,358,196900.0,2.9999,82.4967,2.75,5.9997
2026-02-21,Feb 2026,2026-02,2026,Q1 2026,Paid Search,LinkedIn Ads,Email Nurture,76820,2305,6338.75,11523,138,75900.0,3.0005,82.5143,2.75,5.987
2026-04-16,Apr 2026,2026-04,2026,Q2 2026,Paid Social,Amazon Ad Server,Retargeting Display,123681,3710,10202.5,18552,223,122650.0,2.9997,82.4904,2.75,6.0108
2026-03-06,Mar 2026,2026-03,2026,Q1 2026,Paid Social,LinkedIn Ads,Enterprise ABM,20900,627,1724.25,3135,38,20900.0,3.0,82.5,2.75,6.0606
2025-12-18,Dec 2025,2025-12,2025,Q4 2025,Programmatic,Google Ads,Google Nonbrand,241361,7241,19912.75,36204,434,238700.0,3.0001,82.5019,2.75,5.9936
2026-02-05,Feb 2026,2026-02,2026,Q1 2026,Organic,Google Analytics,Facebook Prospecting,120901,3627,9974.25,18135,218,119900.0,3.0,82.4993,2.75,6.0105
2025-12-19,Dec 2025,2025-12,2025,Q4 2025,Organic,StackAdapt,Bing Search,19191,576,1584.0,2879,35,19250.0,3.0014,82.5387,2.75,6.0764
2026-01-21,Jan 2026,2026-01,2026,Q1 2026,Programmatic,LinkedIn Ads,Google Nonbrand,9750,293,805.75,1463,18,9900.0,3.0051,82.641,2.75,6.1433
2026-04-04,Apr 2026,2026-04,2026,Q2 2026,Paid Social,HubSpot,Retargeting Display,69529,2086,5736.5,10429,125,68750.0,3.0002,82.5051,2.75,5.9923
2025-11-25,Nov 2025,2025-11,2025,Q4 2025,Paid Search,Google Ads,Enterprise ABM,73100,2193,6030.75,10965,132,72600.0,3.0,82.5,2.75,6.0192
2025-11-10,Nov 2025,2025-11,2025,Q4 2025,Paid Search,Google Ads,LinkedIn Lead Gen,36213,1086,2986.5,5432,65,35750.0,2.9989,82.4704,2.75,5.9853
2025-10-30,Oct 2025,2025-10,2025,Q4 2025,Organic,Amazon Ad Server,Retargeting Display,55784,1674,4603.5,8368,100,55000.0,3.0009,82.5237,2.75,5.9737
2026-03-12,Mar 2026,2026-03,2026,Q1 2026,Paid Social,LinkedIn Ads,Google Nonbrand,28983,869,2389.75,4347,52,28600.0,2.9983,82.4535,2.75,5.9839
2025-12-09,Dec 2025,2025-12,2025,Q4 2025,Paid Social,Google Ads,Enterprise ABM,150594,4518,12424.5,22589,271,149050.0,3.0001,82.5033,2.75,5.9982
2026-03-03,Mar 2026,2026-03,2026,Q1 2026,Paid Social,Google Ads,Facebook Prospecting,88324,2650,7287.5,13249,159,87450.0,3.0003,82.5087,2.75,6.0
2026-03-01,Mar 2026,2026-03,2026,Q1 2026,Organic,LinkedIn Ads,Awareness Push,71632,2149,5909.75,10745,129,70950.0,3.0001,82.5015,2.75,6.0028
2025-11-29,Nov 2025,2025-11,2025,Q4 2025,Organic,Bing Ads,Enterprise ABM,63681,1910,5252.5,9552,115,63250.0,2.9993,82.4814,2.75,6.0209
2026-01-13,Jan 2026,2026-01,2026,Q1 2026,Paid Search,Facebook Ads,Awareness Push,171953,5159,14187.25,25793,310,170500.0,3.0002,82.5066,2.75,6.0089
2026-03-09,Mar 2026,2026-03,2026,Q1 2026,Paid Search,HubSpot,Enterprise ABM,138082,4142,11390.5,20712,249,136950.0,2.9997,82.4908,2.75,6.0116
2026-01-19,Jan 2026,2026-01,2026,Q1 2026,Paid Social,LinkedIn Ads,Google Nonbrand,231361,6941,19087.75,34704,416,228800.0,3.0001,82.502,2.75,5.9934
2025-12-25,Dec 2025,2025-12,2025,Q4 2025,Programmatic,Google Ads,Brand Search,130771,3923,10788.25,19616,235,129250.0,2.9999,82.4973,2.75,5.9903
2025-11-28,Nov 2025,2025-11,2025,Q4 2025,Organic,HubSpot,Brand Search,193650,5810,15977.5,29048,349,191950.0,3.0003,82.5071,2.75,6.0069
2026-04-08,Apr 2026,2026-04,2026,Q2 2026,Programmatic,Facebook Ads,Competitor Search,217587,6528,17952.0,32638,392,215600.0,3.0002,82.5049,2.75,6.0049
2025-12-01,Dec 2025,2025-12,2025,Q4 2025,Paid Search,Google Analytics,Enterprise ABM,187956,5639,15507.25,28193,338,185900.0,3.0002,82.5047,2.75,5.994
2026-02-25,Feb 2026,2026-02,2026,Q1 2026,Paid Social,Amazon Ad Server,Google Nonbrand,220171,6605,18163.75,33026,396,217800.0,2.9999,82.4984,2.75,5.9955
2026-04-03,Apr 2026,2026-04,2026,Q2 2026,Organic,LinkedIn Ads,Facebook Prospecting,112869,3386,9311.5,16930,203,111650.0,2.9999,82.4983,2.75,5.9953
2026-01-06,Jan 2026,2026-01,2026,Q1 2026,Paid Social,Amazon Ad Server,Facebook Prospecting,87302,2619,7202.25,13095,157,86350.0,2.9999,82.4981,2.75,5.9947
2026-01-31,Jan 2026,2026-01,2026,Q1 2026,Programmatic,HubSpot,Organic Content,49859,1496,4114.0,7479,90,49500.0,3.0005,82.5127,2.75,6.016
2025-11-13,Nov 2025,2025-11,2025,Q4 2025,Paid Social,Google Ads,LinkedIn Lead Gen,189128,5674,15603.5,28369,340,187000.0,3.0001,82.5023,2.75,5.9922
2026-01-12,Jan 2026,2026-01,2026,Q1 2026,Paid Social,Facebook Ads,Google Nonbrand,71229,2137,5876.75,10684,128,70400.0,3.0002,82.505,2.75,5.9897
2025-11-30,Nov 2025,2025-11,2025,Q4 2025,Programmatic,Facebook Ads,Enterprise ABM,208831,6265,17228.75,31325,376,206800.0,3.0,82.5009,2.75,6.0016
2026-04-05,Apr 2026,2026-04,2026,Q2 2026,Organic,LinkedIn Ads,Google Nonbrand,91946,2758,7584.5,13792,165,90750.0,2.9996,82.4886,2.75,5.9826
2025-12-31,Dec 2025,2025-12,2025,Q4 2025,Organic,Google Ads,Retargeting Display,95985,2880,7920.0,14398,173,95150.0,3.0005,82.5129,2.75,6.0069
2025-12-18,Dec 2025,2025-12,2025,Q4 2025,Programmatic,Google Analytics,Brand Search,2951,89,244.75,443,5,2750.0,3.0159,82.938,2.75,5.618
2026-01-22,Jan 2026,2026-01,2026,Q1 2026,Organic,Google Analytics,LinkedIn Lead Gen,244058,7322,20135.5,36609,439,241450.0,3.0001,82.5029,2.75,5.9956
2026-01-28,Jan 2026,2026-01,2026,Q1 2026,Paid Social,Amazon Ad Server,Facebook Prospecting,240917,7228,19877.0,36138,434,238700.0,3.0002,82.5056,2.75,6.0044
2025-12-11,Dec 2025,2025-12,2025,Q4 2025,Paid Search,StackAdapt,Google Nonbrand,229334,6880,18920.0,34400,413,227150.0,3.0,82.4998,2.75,6.0029
2026-03-15,Mar 2026,2026-03,2026,Q1 2026,Paid Search,Google Analytics,Demo Requests,108928,3268,8987.0,16339,196,107800.0,3.0001,82.504,2.75,5.9976
2025-12-23,Dec 2025,2025-12,2025,Q4 2025,Organic,Bing Ads,Competitor Search,104425,3133,8615.75,15664,188,103400.0,3.0002,82.5066,2.75,6.0006
2025-11-28,Nov 2025,2025-11,2025,Q4 2025,Organic,Bing Ads,Facebook Prospecting,169534,5086,13986.5,25430,305,167750.0,3.0,82.4997,2.75,5.9969
2025-11-26,Nov 2025,2025-11,2025,Q4 2025,Paid Search,LinkedIn Ads,Organic Content,7554,227,624.25,1133,14,7700.0,3.005,82.6383,2.75,6.1674
2025-11-23,Nov 2025,2025-11,2025,Q4 2025,Programmatic,Google Ads,Google Nonbrand,195607,5868,16137.0,29341,352,193600.0,2.9999,82.497,2.75,5.9986
2026-01-10,Jan 2026,2026-01,2026,Q1 2026,Paid Search,HubSpot,LinkedIn Lead Gen,204224,6127,16849.25,30634,368,202400.0,3.0001,82.5038,2.75,6.0062
2025-11-23,Nov 2025,2025-11,2025,Q4 2025,Organic,Bing Ads,Bing Search,240233,7207,19819.25,36035,432,237600.0,3.0,82.5001,2.75,5.9942
2026-04-08,Apr 2026,2026-04,2026,Q2 2026,Paid Search,LinkedIn Ads,Google Nonbrand,245841,7375,20281.25,36876,443,243650.0,2.9999,82.4974,2.75,6.0068
2025-12-30,Dec 2025,2025-12,2025,Q4 2025,Organic,Facebook Ads,Facebook Prospecting,74993,2250,6187.5,11249,135,74250.0,3.0003,82.5077,2.75,6.0
2026-01-24,Jan 2026,2026-01,2026,Q1 2026,Programmatic,Google Ads,LinkedIn Lead Gen,91269,2738,7529.5,13690,164,90200.0,2.9999,82.4979,2.75,5.9898
2026-04-17,Apr 2026,2026-04,2026,Q2 2026,Paid Search,Bing Ads,Facebook Prospecting,50399,1512,4158.0,7560,91,50050.0,3.0001,82.5016,2.75,6.0185
2025-11-01,Nov 2025,2025-11,2025,Q4 2025,Paid Search,StackAdapt,Organic Content,218433,6553,18020.75,32765,393,216150.0,3.0,82.5001,2.75,5.9973
2026-01-13,Jan 2026,2026-01,2026,Q1 2026,Paid Social,Google Ads,Enterprise ABM,53087,1593,4380.75,7963,96,52800.0,3.0007,82.5202,2.75,6.0264
2026-02-27,Feb 2026,2026-02,2026,Q1 2026,Organic,Google Ads,Competitor Search,57802,1734,4768.5,8670,104,57200.0,2.9999,82.4971,2.75,5.9977
2026-03-09,Mar 2026,2026-03,2026,Q1 2026,Paid Search,Facebook Ads,Enterprise ABM,118979,3569,9814.75,17847,214,117700.0,2.9997,82.4914,2.75,5.9961
2026-02-03,Feb 2026,2026-02,2026,Q1 2026,Programmatic,StackAdapt,Demo Requests,105856,3176,8734.0,15878,191,105050.0,3.0003,82.5083,2.75,6.0139
2025-12-20,Dec 2025,2025-12,2025,Q4 2025,Organic,Amazon Ad Server,Demo Requests,69054,2072,5698.0,10358,124,68200.0,3.0006,82.5151,2.75,5.9846
2026-02-11,Feb 2026,2026-02,2026,Q1 2026,Organic,Google Ads,Email Nurture,168446,5053,13895.75,25267,303,166650.0,2.9998,82.4938,2.75,5.9964
2026-02-10,Feb 2026,2026-02,2026,Q1 2026,Programmatic,HubSpot,Brand Search,137668,4130,11357.5,20650,248,136400.0,3.0,82.4992,2.75,6.0048
2025-12-07,Dec 2025,2025-12,2025,Q4 2025,Organic,StackAdapt,Enterprise ABM,158288,4749,13059.75,23743,285,156750.0,3.0002,82.5063,2.75,6.0013
2026-02-16,Feb 2026,2026-02,2026,Q1 2026,Programmatic,Facebook Ads,Bing Search,7262,218,599.5,1089,13,7150.0,3.0019,82.553,2.75,5.9633
2026-01-11,Jan 2026,2026-01,2026,Q1 2026,Paid Social,Google Ads,Facebook Prospecting,201814,6054,16648.5,30272,363,199650.0,2.9998,82.4943,2.75,5.996
2026-04-20,Apr 2026,2026-04,2026,Q2 2026,Paid Search,Facebook Ads,LinkedIn Lead Gen,187852,5636,15499.0,28178,338,185900.0,3.0002,82.5064,2.75,5.9972
2026-01-25,Jan 2026,2026-01,2026,Q1 2026,Paid Search,HubSpot,Awareness Push,184549,5536,15224.0,27682,332,182600.0,2.9997,82.493,2.75,5.9971
2026-02-13,Feb 2026,2026-02,2026,Q1 2026,Programmatic,LinkedIn Ads,Facebook Prospecting,228751,6863,18873.25,34313,412,226600.0,3.0002,82.5057,2.75,6.0032
2026-03-28,Mar 2026,2026-03,2026,Q1 2026,Organic,Facebook Ads,LinkedIn Lead Gen,238284,7149,19659.75,35743,429,235950.0,3.0002,82.5055,2.75,6.0008
2025-12-10,Dec 2025,2025-12,2025,Q4 2025,Paid Search,StackAdapt,Enterprise ABM,197857,5936,16324.0,29679,356,195800.0,3.0001,82.504,2.75,5.9973
2026-04-01,Apr 2026,2026-04,2026,Q2 2026,Paid Search,Amazon Ad Server,Email Nurture,216259,6488,17842.0,32439,389,213950.0,3.0001,82.5029,2.75,5.9957
2025-12-20,Dec 2025,2025-12,2025,Q4 2025,Programmatic,Google Analytics,Retargeting Display,83174,2495,6861.25,12476,150,82500.0,2.9997,82.4927,2.75,6.012
2026-02-25,Feb 2026,2026-02,2026,Q1 2026,Paid Social,Google Ads,Email Nurture,240607,7218,19849.5,36091,433,238150.0,2.9999,82.4976,2.75,5.9989
2025-11-28,Nov 2025,2025-11,2025,Q4 2025,Programmatic,LinkedIn Ads,Organic Content,222185,6666,18331.5,33328,400,220000.0,3.0002,82.5056,2.75,6.0006
2026-04-02,Apr 2026,2026-04,2026,Q2 2026,Organic,Google Analytics,Email Nurture,219912,6597,18141.75,32987,396,217800.0,2.9998,82.4955,2.75,6.0027
2025-11-22,Nov 2025,2025-11,2025,Q4 2025,Paid Social,LinkedIn Ads,Awareness Push,76544,2296,6314.0,11482,138,75900.0,2.9996,82.4885,2.75,6.0105
2026-03-16,Mar 2026,2026-03,2026,Q1 2026,Paid Search,StackAdapt,Enterprise ABM,232540,6976,19184.0,34881,419,230450.0,2.9999,82.4976,2.75,6.0063
2026-02-26,Feb 2026,2026-02,2026,Q1 2026,Paid Search,Amazon Ad Server,Email Nurture,65949,1978,5439.5,9892,119,65450.0,2.9993,82.4804,2.75,6.0162
2026-02-19,Feb 2026,2026-02,2026,Q1 2026,Paid Search,StackAdapt,LinkedIn Lead Gen,5502,165,453.75,825,10,5500.0,2.9989,82.47,2.75,6.0606
2026-03-28,Mar 2026,2026-03,2026,Q1 2026,Paid Social,LinkedIn Ads,Google Nonbrand,58367,1751,4815.25,8755,105,57750.0,3.0,82.4995,2.75,5.9966
2026-04-11,Apr 2026,2026-04,2026,Q2 2026,Paid Search,HubSpot,Bing Search,145240,4357,11981.75,21786,261,143550.0,2.9999,82.4962,2.75,5.9904
2026-02-25,Feb 2026,2026-02,2026,Q1 2026,Paid Search,StackAdapt,Google Nonbrand,58167,1745,4798.75,8725,105,57750.0,3.0,82.4995,2.75,6.0172
2026-03-06,Mar 2026,2026-03,2026,Q1 2026,Paid Social,Google Ads,Competitor Search,18240,547,1504.25,2736,33,18150.0,2.9989,82.4698,2.75,6.0329
2026-03-16,Mar 2026,2026-03,2026,Q1 2026,Paid Social,Facebook Ads,Competitor Search,110870,3326,9146.5,16631,200,110000.0,2.9999,82.4975,2.75,6.0132
2025-10-31,Oct 2025,2025-10,2025,Q4 2025,Programmatic,Bing Ads,Email Nurture,234350,7031,19335.25,35153,422,232100.0,3.0002,82.5059,2.75,6.002
2025-12-28,Dec 2025,2025-12,2025,Q4 2025,Programmatic,Google Analytics,Competitor Search,248321,7450,20487.5,37248,447,245850.0,3.0001,82.5041,2.75,6.0
2026-02-11,Feb 2026,2026-02,2026,Q1 2026,Paid Search,Facebook Ads,Facebook Prospecting,34707,1041,2862.75,5206,62,34100.0,2.9994,82.4834,2.75,5.9558
2025-12-13,Dec 2025,2025-12,2025,Q4 2025,Programmatic,LinkedIn Ads,Demo Requests,175315,5259,14462.25,26297,316,173800.0,2.9997,82.4929,2.75,6.0087
2026-04-01,Apr 2026,2026-04,2026,Q2 2026,Programmatic,StackAdapt,Brand Search,54448,1633,4490.75,8167,98,53900.0,2.9992,82.4778,2.75,6.0012
2026-02-23,Feb 2026,2026-02,2026,Q1 2026,Paid Social,LinkedIn Ads,Organic Content,167882,5036,13849.0,25182,302,166100.0,2.9997,82.4925,2.75,5.9968
2026-02-04,Feb 2026,2026-02,2026,Q1 2026,Paid Social,StackAdapt,Google Nonbrand,205688,6171,16970.25,30853,370,203500.0,3.0002,82.5048,2.75,5.9958
2026-02-21,Feb 2026,2026-02,2026,Q1 2026,Paid Search,Amazon Ad Server,Awareness Push,8971,269,739.75,1346,16,8800.0,2.9986,82.4601,2.75,5.948
2025-12-27,Dec 2025,2025-12,2025,Q4 2025,Programmatic,StackAdapt,Demo Requests,68034,2041,5612.75,10205,122,67100.0,3.0,82.4992,2.75,5.9775
2025-12-12,Dec 2025,2025-12,2025,Q4 2025,Programmatic,Google Ads,Google Nonbrand,66379,1991,5475.25,9957,119,65450.0,2.9994,82.4847,2.75,5.9769
2026-02-03,Feb 2026,2026-02,2026,Q1 2026,Paid Search,Google Analytics,Facebook Prospecting,67585,2028,5577.0,10138,122,67100.0,3.0007,82.5183,2.75,6.0158
2026-01-25,Jan 2026,2026-01,2026,Q1 2026,Paid Search,Facebook Ads,Demo Requests,167524,5026,13821.5,25129,302,166100.0,3.0002,82.5046,2.75,6.0088
2026-02-13,Feb 2026,2026-02,2026,Q1 2026,Paid Search,LinkedIn Ads,Google Nonbrand,157699,4731,13010.25,23655,284,156200.0,3.0,82.5005,2.75,6.003
2026-03-02,Mar 2026,2026-03,2026,Q1 2026,Organic,Google Ads,Google Nonbrand,6651,200,550.0,998,12,6600.0,3.0071,82.6943,2.75,6.0
2026-03-15,Mar 2026,2026-03,2026,Q1 2026,Paid Search,Facebook Ads,Facebook Prospecting,14930,448,1232.0,2240,27,14850.0,3.0007,82.5184,2.75,6.0268
2026-04-26,Apr 2026,2026-04,2026,Q2 2026,Paid Search,LinkedIn Ads,Bing Search,192975,5789,15919.75,28946,347,190850.0,2.9999,82.4964,2.75,5.9941
2026-03-29,Mar 2026,2026-03,2026,Q1 2026,Organic,Facebook Ads,Competitor Search,93285,2799,7697.25,13993,168,92400.0,3.0005,82.5133,2.75,6.0021
2025-12-07,Dec 2025,2025-12,2025,Q4 2025,Organic,Amazon Ad Server,Awareness Push,47207,1416,3894.0,7081,85,46750.0,2.9996,82.4878,2.75,6.0028
2026-03-02,Mar 2026,2026-03,2026,Q1 2026,Organic,Amazon Ad Server,Retargeting Display,231445,6943,19093.25,34717,417,229350.0,2.9998,82.4958,2.75,6.006
2025-11-28,Nov 2025,2025-11,2025,Q4 2025,Paid Social,Bing Ads,Email Nurture,126872,3806,10466.5,19031,228,125400.0,2.9999,82.4965,2.75,5.9905
2025-12-03,Dec 2025,2025-12,2025,Q4 2025,Paid Search,HubSpot,Enterprise ABM,31509,945,2598.75,4726,57,31350.0,2.9991,82.4764,2.75,6.0317
2025-12-16,Dec 2025,2025-12,2025,Q4 2025,Paid Social,Amazon Ad Server,Organic Content,248587,7458,20509.5,37288,447,245850.0,3.0002,82.5043,2.75,5.9936
2025-11-12,Nov 2025,2025-11,2025,Q4 2025,Paid Search,StackAdapt,Google Nonbrand,19788,594,1633.5,2968,36,19800.0,3.0018,82.55,2.75,6.0606
2026-03-29,Mar 2026,2026-03,2026,Q1 2026,Programmatic,Bing Ads,Retargeting Display,187577,5627,15474.25,28137,338,185900.0,2.9998,82.4955,2.75,6.0068
2026-03-13,Mar 2026,2026-03,2026,Q1 2026,Organic,StackAdapt,Demo Requests,25149,754,2073.5,3772,45,24750.0,2.9981,82.4486,2.75,5.9682
2026-02-25,Feb 2026,2026-02,2026,Q1 2026,Organic,StackAdapt,Brand Search,238721,7162,19695.5,35808,430,236500.0,3.0002,82.5043,2.75,6.0039
2025-11-09,Nov 2025,2025-11,2025,Q4 2025,Programmatic,Bing Ads,Facebook Prospecting,205654,6170,16967.5,30848,370,203500.0,3.0002,82.5051,2.75,5.9968
2025-11-11,Nov 2025,2025-11,2025,Q4 2025,Paid Social,Google Ads,Google Nonbrand,4811,144,396.0,722,9,4950.0,2.9931,82.3114,2.75,6.25
2026-03-29,Mar 2026,2026-03,2026,Q1 2026,Paid Search,LinkedIn Ads,Competitor Search,72545,2176,5984.0,10882,131,72050.0,2.9995,82.4867,2.75,6.0202
2026-03-28,Mar 2026,2026-03,2026,Q1 2026,Organic,Facebook Ads,Demo Requests,225114,6753,18570.75,33767,405,222750.0,2.9998,82.4949,2.75,5.9973
2026-02-15,Feb 2026,2026-02,2026,Q1 2026,Programmatic,Facebook Ads,Demo Requests,240581,7217,19846.75,36087,433,238150.0,2.9998,82.4951,2.75,5.9997
2026-04-26,Apr 2026,2026-04,2026,Q2 2026,Paid Search,HubSpot,Facebook Prospecting,123406,3702,10180.5,18511,222,122100.0,2.9999,82.496,2.75,5.9968
2025-12-05,Dec 2025,2025-12,2025,Q4 2025,Paid Search,Google Ads,Enterprise ABM,213635,6409,17624.75,32045,385,211750.0,3.0,82.4994,2.75,6.0072
2026-03-07,Mar 2026,2026-03,2026,Q1 2026,Paid Social,HubSpot,Email Nurture,37202,1116,3069.0,5580,67,36850.0,2.9998,82.4956,2.75,6.0036
2025-12-19,Dec 2025,2025-12,2025,Q4 2025,Programmatic,Bing Ads,Bing Search,184022,5521,15182.75,27603,331,182050.0,3.0002,82.5051,2.75,5.9953
2025-12-28,Dec 2025,2025-12,2025,Q4 2025,Paid Search,LinkedIn Ads,Brand Search,2874,86,236.5,431,5,2750.0,2.9923,82.2895,2.75,5.814
2025-12-08,Dec 2025,2025-12,2025,Q4 2025,Programmatic,HubSpot,Bing Search,246641,7399,20347.25,36996,444,244200.0,2.9999,82.4974,2.75,6.0008
2026-03-13,Mar 2026,2026-03,2026,Q1 2026,Organic,Google Analytics,Google Nonbrand,60654,1820,5005.0,9098,109,59950.0,3.0006,82.5172,2.75,5.989
2025-11-15,Nov 2025,2025-11,2025,Q4 2025,Paid Search,Amazon Ad Server,Brand Search,12276,368,1012.0,1841,22,12100.0,2.9977,82.4373,2.75,5.9783
2026-03-03,Mar 2026,2026-03,2026,Q1 2026,Programmatic,StackAdapt,Retargeting Display,231869,6956,19129.0,34780,417,229350.0,3.0,82.4992,2.75,5.9948
2026-02-13,Feb 2026,2026-02,2026,Q1 2026,Organic,Google Analytics,Google Nonbrand,194849,5845,16073.75,29227,351,193050.0,2.9998,82.4934,2.75,6.0051
2026-03-15,Mar 2026,2026-03,2026,Q1 2026,Paid Search,Facebook Ads,Awareness Push,116399,3492,9603.0,17460,210,115500.0,3.0,82.5007,2.75,6.0137
2025-11-06,Nov 2025,2025-11,2025,Q4 2025,Organic,Google Ads,Organic Content,242945,7288,20042.0,36442,437,240350.0,2.9999,82.496,2.75,5.9962
2026-02-09,Feb 2026,2026-02,2026,Q1 2026,Paid Social,Amazon Ad Server,Bing Search,226800,6804,18711.0,34020,408,224400.0,3.0,82.5,2.75,5.9965
2025-12-18,Dec 2025,2025-12,2025,Q4 2025,Paid Search,Google Ads,Competitor Search,99233,2977,8186.75,14885,179,98450.0,3.0,82.5003,2.75,6.0128
2026-03-19,Mar 2026,2026-03,2026,Q1 2026,Programmatic,Google Analytics,Awareness Push,87104,2613,7185.75,13066,157,86350.0,2.9999,82.4962,2.75,6.0084
2025-11-28,Nov 2025,2025-11,2025,Q4 2025,Paid Search,Bing Ads,Facebook Prospecting,96952,2909,7999.75,14543,175,96250.0,3.0005,82.5125,2.75,6.0158
2026-04-22,Apr 2026,2026-04,2026,Q2 2026,Paid Social,Google Ads,Retargeting Display,217622,6529,17954.75,32643,392,215600.0,3.0002,82.5043,2.75,6.004
2026-02-21,Feb 2026,2026-02,2026,Q1 2026,Paid Search,Facebook Ads,Email Nurture,114742,3442,9465.5,17211,207,113850.0,2.9998,82.4938,2.75,6.0139
2025-10-27,Oct 2025,2025-10,2025,Q4 2025,Paid Social,Amazon Ad Server,Email Nurture,37388,1122,3085.5,5608,67,36850.0,3.001,82.5265,2.75,5.9715
2025-12-12,Dec 2025,2025-12,2025,Q4 2025,Paid Social,Google Ads,Brand Search,44913,1347,3704.25,6737,81,44550.0,2.9991,82.4761,2.75,6.0134
2025-11-04,Nov 2025,2025-11,2025,Q4 2025,Paid Social,Google Ads,Organic Content,41376,1241,3412.75,6206,74,40700.0,2.9993,82.4814,2.75,5.9629
2026-01-16,Jan 2026,2026-01,2026,Q1 2026,Programmatic,Facebook Ads,LinkedIn Lead Gen,47632,1429,3929.75,7145,86,47300.0,3.0001,82.5023,2.75,6.0182
2026-04-24,Apr 2026,2026-04,2026,Q2 2026,Programmatic,HubSpot,Retargeting Display,194125,5824,16016.0,29119,349,191950.0,3.0001,82.5035,2.75,5.9924
2026-03-19,Mar 2026,2026-03,2026,Q1 2026,Paid Search,Google Ads,Google Nonbrand,194491,5835,16046.25,29174,350,192500.0,3.0001,82.5038,2.75,5.9983
2026-02-07,Feb 2026,2026-02,2026,Q1 2026,Organic,Amazon Ad Server,Bing Search,143660,4310,11852.5,21549,259,142450.0,3.0001,82.5038,2.75,6.0093
2025-12-14,Dec 2025,2025-12,2025,Q4 2025,Programmatic,Amazon Ad Server,Email Nurture,63600,1908,5247.0,9540,114,62700.0,3.0,82.5,2.75,5.9748
2026-03-30,Mar 2026,2026-03,2026,Q1 2026,Organic,Google Ads,Google Nonbrand,161752,4853,13345.75,24263,291,160050.0,3.0003,82.5075,2.75,5.9963
2026-02-02,Feb 2026,2026-02,2026,Q1 2026,Programmatic,LinkedIn Ads,Facebook Prospecting,31583,947,2604.25,4737,57,31350.0,2.9984,82.4573,2.75,6.019
2025-11-24,Nov 2025,2025-11,2025,Q4 2025,Paid Search,Google Ads,Awareness Push,219513,6585,18108.75,32927,395,217250.0,2.9998,82.4951,2.75,5.9985
2026-01-26,Jan 2026,2026-01,2026,Q1 2026,Programmatic,Google Analytics,Google Nonbrand,10594,318,874.5,1589,19,10450.0,3.0017,82.5467,2.75,5.9748
2025-12-22,Dec 2025,2025-12,2025,Q4 2025,Paid Search,Google Ads,Email Nurture,174392,5232,14388.0,26159,314,172700.0,3.0001,82.5038,2.75,6.0015
2025-11-24,Nov 2025,2025-11,2025,Q4 2025,Programmatic,Bing Ads,Google Nonbrand,123337,3700,10175.0,18501,222,122100.0,2.9999,82.4975,2.75,6.0
2026-01-15,Jan 2026,2026-01,2026,Q1 2026,Organic,Facebook Ads,Email Nurture,46045,1381,3797.75,6907,83,45650.0,2.9992,82.4791,2.75,6.0101
